text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,,,,user.bio,,user.region,user.language,user.hasEmail,user.hasPhone
Que flow te dejo en la piel😍,0,0,2026-03-12T18:24:06.000Z,marielena5678,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7050075718000509958,7616436580132438791,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c7ca183521a1f77035374adf44ff0b21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a33787f1&x-expires=1775102400&x-signature=xdr3kefn58eLLhlV2tFyVdlIIqg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
"No viera visto esta mascarilla, pero se ve que aporta mucha hidratación, tendré que probarla",1,1,2026-03-11T18:23:18.000Z,danielaespinal813,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7148978781317874693,7616065298001216273,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/e1e7280b9691820bbde3a10c0a1287de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77d36a45&x-expires=1775102400&x-signature=cKnlK30r6yAnPTIrmNKni8NEq9o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
"Fan de las mascarillas, y es que ese resultado Demasiado me encanta",0,0,2026-03-13T20:57:25.000Z,andreina.requena0,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7286581469753410565,7616847192594236167,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/396dbcce4c00b09800acb9af73d3f3d6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d258330a&x-expires=1775102400&x-signature=Aep6oOdkVQKRQelj5IJ65SJC9X0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Te dio una hidratación esas mascarilla,0,0,2026-03-12T02:46:40.000Z,keyhernandez_r20,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7000740106727015429,7616194989039584018,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/50078a093bd7499377919a0510f789b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=683a0c69&x-expires=1775102400&x-signature=HMM0KslXJiqYQvbtI3erzDHj1UE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Dejo tu rostro muy bonito me encantó el empaque de la de labios,0,0,2026-03-11T22:43:02.000Z,anabellugc,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6784212539087324165,7616132222487528200,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a076dd9ee94d2e7a3441bed896264c39~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b2f0620d&x-expires=1775102400&x-signature=Rn%2Fsdvz9lsCfqfoKt1vjo3PzSIU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
al principio o le tenia fe😂 pero me dejo sin palabras,0,0,2026-03-16T14:17:28.000Z,arii180496,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7082186485536949253,7617857369893094165,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/b4dc03555b2a7f2dd63c7422e8cb04de~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b1427c17&x-expires=1775102400&x-signature=uDEU4Lp6RRBZa5ywoBhdIX%2Fm2DQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Todo lo que tiene colágeno deja la piel con mucho brillo en hidratada 🥰,0,0,2026-03-12T19:53:54.000Z,kmila_ladelocabello,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6977173144554750982,7616459731498156818,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/be970691880435955f223aa6e234680b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ce3eaa62&x-expires=1775102400&x-signature=%2B9hpwJ4FVaY9BOP5yB6BiGWCV%2BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Esas mascarillas son espectacular,0,0,2026-03-12T21:05:12.000Z,jolainyacosta,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6662958132833517574,7616478082443297537,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/136177a65ba05170d1e6a448c1a78ae6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0dcf842&x-expires=1775102400&x-signature=A9d77FXJDLa7OGmYVqvZnVRVsnw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Que bello queda el rostro y la de los labios interesante 🥰🥰,0,0,2026-03-13T02:13:21.000Z,franchescagomez1,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6822838557515793414,7616557494895149842,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/afaf34c5cb453f66d02701bdbdeee791~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=887b7d28&x-expires=1775102400&x-signature=5rl%2BJm7nEqASgwWX79VE7QGiC1I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Esa piel quedo muy bella 🤭,0,0,2026-03-11T17:09:35.000Z,migdalys.style,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6906201177827525638,7616046310454100754,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7938769bdddd214bdbcaa16c8d2f23f6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7691a952&x-expires=1775102400&x-signature=P9MN0%2FsFXzMAwBjf2fB%2FoIvw1tk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Esa piel te quedó muy hermosa!😍,0,0,2026-03-14T22:28:40.000Z,iam.zapata07,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,315767092388216832,7617241757931307797,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/411bd2de3bef4150ef95e761e924ffb3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e02c794e&x-expires=1775102400&x-signature=Ivn5bcqQr%2B1is0HA0PaAZ%2FFDJ%2BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
"Pero un súper dúo, muy buena hidratación que te dejo",1,1,2026-03-11T19:14:48.000Z,bxapa,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6834930107149943813,7616078586230883079,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e241ddd49797e8ce353f208b246e7012~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=13a5173f&x-expires=1775102400&x-signature=NcQ9tvdgvBuMG9VFBmuTdbvMxtw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Me gusto mucho lo bien hidratada que te dejo la cara 😌,1,0,2026-03-11T16:10:53.000Z,oneidy2425,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7049159658343154693,7616031166559339285,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e087aa1adadc485a0b86c7df63048a76~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=32a184a0&x-expires=1775102400&x-signature=WT1kWFtAK%2FvKTdDDV7Sac5B%2B4lY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
omggg pero que productos tan útiles y aparte de que hidraten y te den un glow a la piel me encanta,0,0,2026-03-11T16:02:44.000Z,yazzy_.ugc,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7164938884332127238,7616029072542286599,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f2c6c5a7a05ecee842bc26c9e92ac688~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6930903d&x-expires=1775102400&x-signature=IY0hUdumdOUQUi4oWfZInJjhlbw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
"Se nota la diferencia, es acabado impecable",0,0,2026-03-11T23:57:36.000Z,lorenley.lp,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7574484876323013645,7616151351840457485,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0124b87b9952c3e0be68468ee91687cf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71aaf8c1&x-expires=1775102400&x-signature=WYfrMPNamR7Zq8b3HZDtmUlOzHU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Deja un glow increíble al final 😍 el colageno es muy bueno para la piel,0,0,2026-03-13T01:29:59.000Z,iconic_jazmin,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6790865806354039814,7616546313720087314,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ebaa14249753f70dcfee687dab2824e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0fc0cdc4&x-expires=1775102400&x-signature=PvvueJsgcXNmBw1V4RGCpB%2Fvutk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
"Me encantó esa labiosssss😍😍😍 la quierooooo, te dejo los labios muy hidratados y con color. Y las mascarillas 10/10",0,0,2026-03-15T19:14:53.000Z,bydanayris,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7522265325006947335,7617562920755872530,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/95de62b9c228a331cba8934b8c3d7011~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c062821a&x-expires=1775102400&x-signature=wTyu3XKfwTHAxYk7Odr9V7AIn%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Estas mascarillas son muy buenas! Muy hidrantes,0,0,2026-03-12T03:54:13.000Z,ygomez132,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6890663093161182214,7616212328753808141,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/833551fb78d7a52469ee35df20f3ef9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73b7e8af&x-expires=1775102400&x-signature=wZr9J9dbIBDdtY1JQ%2BmABf2RUFE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
ya vaaaa! primera vez que veo el primer producto y la marca 😻 y se ve excelente,0,0,2026-03-13T17:13:34.000Z,m1a_sanchz,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7544757516474024965,7616789513951855367,https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3af7dd49d3b32b0d4d0f4b79998e76e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7f65aa40&x-expires=1775102400&x-signature=yjTeTRpwF8SK7CUGNX90XWXIit8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
aahh ya la quiero probar me encanto tu resultado,0,0,2026-03-12T02:24:29.000Z,ashlyrp12,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6564365185753759749,7616189298903188245,https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/1a10a3b91ba8b846751569945de53e12~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c6bb9dd8&x-expires=1775102400&x-signature=Ceh7DUuFeRDRw4jWlf3ySa4i710%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
🥰🥰🥰,0,0,2026-03-11T19:05:27.000Z,redouanesba5,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,6621127518890246150,7616076149554512657,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6645bdaea39fa21e3ae3298e52dd8f8f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b0e26698&x-expires=1775102400&x-signature=9hM5awqfoYBwIw5Ivy9P0KPOGa8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Skin got so hydrated and plumped,0,0,2026-03-30T03:54:56.000Z,fashionflipside,https://www.tiktok.com/@s_makania/video/7622718061828672786,7342547647925928966,7622892098950513428,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7ed1df6ee7ab3116f8784bf2341810f0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3e31aeb9&x-expires=1775102400&x-signature=uw%2Bf6Q4%2B91p0pYXjTzTP9qaSsnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my,,,,,,,,,
"A.M. Sunday Collagen Glutathione Mask, a premium addition to @Kocostar US a.m. Sunday line. This mask is super hydrating and lightweight. Key ingredients like Collagen Water (95,000 ppm), Hydrolyzed Collagen, Glutathione, Niacinamide, & Caffeine. Made with plant based hydrogel and micro hole design allow the mask to fit flawlessly. Also is hypoallergenic 💗
The Rose Lip Mask is a nice addition to use to hydrate and nourish.
#KOCOSTAR #AMSUNDAYMASK #GLASSSKIN #CRYSTALSKIN #GLOWROUTINE #COLLAGENMASK #GLUTATHIONEMASK #LIPMASK #GLOWROUTINE #kbeauty",0,0,2026-03-07T21:07:32.000Z,velveteenhippoadvocate,https://www.tiktok.com/@velveteenhippoadvocate/video/7614623129792564498,6928403220855948293,7614623304225161992,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ff8c966fbe9a66e228798524dec5d622~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b435235c&x-expires=1775102400&x-signature=xzHIKFjtVemcpeVsjAMifOH5NTk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Si súper hidratada,0,,2026-03-11T22:18:36.000Z,elizabethberiguet2,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7121821590954279941,7616125947040908050,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fae29d2e064b8521dc88553f800c482~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=991f18c5&x-expires=1775102400&x-signature=0UqoJmoYCY%2BsPJ4UVctFbexrqcE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,,,,,,,,
Son súper buenas te las recomiendo,0,,2026-03-11T22:17:31.000Z,elizabethberiguet2,https://www.tiktok.com/@elizabethberiguet2/video/7616026642313415954,7121821590954279941,7616125622625370887,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fae29d2e064b8521dc88553f800c482~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=991f18c5&x-expires=1775102400&x-signature=0UqoJmoYCY%2BsPJ4UVctFbexrqcE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,,,,,,,,,
🔥🔥🔥,1,1,2026-03-10T04:49:45.000Z,ryma_ugc,https://www.tiktok.com/@yanka_ugc/video/7615474378574171405,6776449699321218054,7615484407445996319,https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/c0d67578d035e5cff48fb477418e3a84~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=abbc0a26&x-expires=1775102400&x-signature=npFIXVEgSnYXzNat%2F3jyH5aQXw8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
🥰🥰🥰,0,,2026-03-10T06:03:56.000Z,yanka_ugc,https://www.tiktok.com/@yanka_ugc/video/7615474378574171405,7450712666283656238,7615503445391164173,https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3435288270934cc51af81ae0f82ecb8c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=775e1f9b&x-expires=1775102400&x-signature=sj7PV4C0PyX3BB3W%2BXy25f4SeGA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
🥰🥰🥰,0,0,2026-03-10T22:01:12.000Z,cristinelb,https://www.tiktok.com/@yanka_ugc/video/7615474378574171405,6852546752731399173,7615750265803899662,https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/bb478fddc126f0576841cf4f3aa5c8e8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09ebfacd&x-expires=1775102400&x-signature=3WugKaOREDGhK6hiPRr0AbGXSMI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Uyyy que interesante se ve ven esas mascarillas😍 especialmente la de los labios,0,0,2026-03-23T04:10:59.000Z,bydanayris,https://www.tiktok.com/@duaramp/video/7617594856248069384,7522265325006947335,7620298690372731666,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/95de62b9c228a331cba8934b8c3d7011~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c062821a&x-expires=1775102400&x-signature=wTyu3XKfwTHAxYk7Odr9V7AIn%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,,,,,,,,
Quiero La mia 🥰🥰🥰,0,0,2026-03-17T00:40:14.000Z,arleinisalcantara,https://www.tiktok.com/@duaramp/video/7617594856248069384,7166291614209852422,7618017834619405064,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b5e677e65355dc25400612109f5d84e5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1ebb810c&x-expires=1775102400&x-signature=cs6aYNpI%2BhlHcGGkuHvx%2FxAYPrI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,,,,,,,,,
ur skin get glowing ✨️,0,0,2026-03-13T14:26:44.000Z,lotus.beauty.guid,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,7608302050941617174,7616746477272744726,https://p19-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/3143e1724e1aeddc29a5f3d702f43cf1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf1e7d8c&x-expires=1775102400&x-signature=nyD8FKfIB%2BWT82ZrB6CRTMNdyK4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Omg! I wanna try it looks great,0,0,2026-03-27T20:31:17.000Z,glowwith_gel,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,7558842177829700616,7622035624162394896,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/84699830973dbfaca009e0bc5e61a038~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f76d733b&x-expires=1775102400&x-signature=B9E7WbJrqkLl3H017KDAKX9YxUs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Love these masks and the glow☺️,0,0,2026-04-01T02:17:04.000Z,_rariii13_,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,6917272320734741506,7623609089771373333,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cbcd0e164b0878e5e51b2b624c35ffb9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aa15034c&x-expires=1775102400&x-signature=VQk2f61vRmAtuOEHdGo1KMJM2Jg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Love it 😍,1,0,2026-03-13T00:31:46.000Z,liliao_o0,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,7089164906553836550,7616531274538779409,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/561edb3d4c1a6f5f970dd109fa8b9b84~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5293fe4a&x-expires=1775102400&x-signature=wMHdCdpvmu9e4XXzNutIOrs12tQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
Oh my I need that lip mask ❤️,1,0,2026-03-12T14:39:21.000Z,melissa_chew,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,7099388542744331266,7616378697691546375,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d0714a019d7dd9990db1480b1cc3e947~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50c33794&x-expires=1775102400&x-signature=anKyMEvgacgKnWN5ooOU%2BdtnRMY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
thats new to me ..but perfect 👌,0,0,2026-03-17T02:25:36.000Z,the_fifth_blossom,https://www.tiktok.com/@tizfrizbiz90/video/7616025472094276884,7441840545137804344,7618045004137661191,https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d67d88011035fbb347530582252faeae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f510ee04&x-expires=1775102400&x-signature=CrvIwxs%2BW7tJoTfHqrnjvYFtCQE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8,,,,,,,,,
